time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-10T17:45:17.027Z,-14.7275,167.785,9.18,5.3,mww,,54,0.909,0.91,us,us7000fa3h,2021-09-11T23:44:10.609Z,"84 km ENE of Port-Olry, Vanuatu",earthquake,4,3.6,0.069,20,reviewed,us,us
2021-09-10T17:37:50.580Z,44.2684,-114.9914,15.13,3.1,ml,,49,0.693,0.57,us,us7000fa3e,2021-09-11T17:39:37.534Z,"7 km NW of Stanley, Idaho",earthquake,2.5,8.2,0.033,124,reviewed,us,us
2021-09-10T17:17:24.223Z,31.67163548,-104.4847748,6.260107422,2.6,ml,18,85,0.01397119873,0.3,tx,tx2021rtsx,2021-09-10T19:20:49.122Z,"56 km S of Whites City, New Mexico",earthquake,1.999014219,1.275341279,0.1,10,reviewed,tx,tx
2021-09-10T17:07:15.452Z,-60.5865,-26.5756,10,5.5,mww,,44,8.27,0.84,us,us7000fa2u,2021-09-11T19:44:53.715Z,"South Sandwich Islands region",earthquake,8.5,1.7,0.065,23,reviewed,us,us
2021-09-10T16:06:41.010Z,59.991,-140.2469,1.1,2.7,ml,,,,0.82,ak,ak021bmoj432,2021-09-11T16:47:56.040Z,"57 km NNW of Yakutat, Alaska",earthquake,,0.1,,,automatic,ak,ak
2021-09-10T14:58:56.621Z,56.6018,-156.9299,0,3.3,ml,,,,0.67,ak,ak021bmnnfbf,2021-09-11T05:08:04.040Z,"97 km ENE of Chignik, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-09-10T14:12:41.364Z,31.60975028,-104.2367021,6.362939453,2.5,ml,23,67,0.172971284,0.3,tx,tx2021rtmx,2021-09-10T14:54:40.485Z,"53 km NW of Toyah, Texas",earthquake,1.296691415,1.774841545,0.2,13,reviewed,tx,tx
2021-09-10T14:00:03.380Z,51.4657,-175.3739,27.1,3.8,mb,,207,0.623,0.46,us,us7000fa25,2021-09-11T04:50:14.040Z,"98 km ESE of Adak, Alaska",earthquake,8.1,15.6,0.087,34,reviewed,us,us
2021-09-10T13:49:04.030Z,17.948,-66.8903,10,3.05,md,14,191,0.1554,0.26,pr,pr2021253002,2021-09-10T14:21:54.985Z,"3 km SE of Guánica, Puerto Rico",earthquake,0.91,0.76,0.18,8,reviewed,pr,pr
2021-09-10T13:42:48.221Z,41.0085,142.4934,53.14,4.2,mb,,182,1.104,0.9,us,us7000fa0a,2021-09-10T14:20:41.040Z,"99 km ENE of Misawa, Japan",earthquake,7.6,10.2,0.215,6,reviewed,us,us
2021-09-10T11:34:35.960Z,31.67295312,-104.3924655,6.542895508,3.1,ml,37,57,0.09243401762,0.3,tx,tx2021rthr,2021-09-10T14:47:23.867Z,"55 km S of Whites City, New Mexico",earthquake,0.8959781275,1.142549402,0.1,19,reviewed,tx,tx
2021-09-10T11:19:37.250Z,32.5275,-115.443,11.28,2.5,ml,43,88,0.1038,0.3,ci,ci39803847,2021-09-11T07:01:36.699Z,"9km WSW of Puebla, B.C., MX",earthquake,0.34,0.65,0.272,18,reviewed,ci,ci
2021-09-10T10:45:19.800Z,17.932,-66.8888,10,2.65,md,14,218,0.1599,0.23,pr,pr2021253001,2021-09-10T11:13:44.911Z,"4 km SSE of Guánica, Puerto Rico",earthquake,0.83,0.75,0.27,6,reviewed,pr,pr
2021-09-10T09:48:49.430Z,18.7931,-64.583,40,3.52,md,13,333,0.8516,0.39,pr,pr2021253000,2021-09-10T10:35:59.040Z,"55 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,4.01,10.86,0.05,7,reviewed,pr,pr
2021-09-10T09:21:06.348Z,54.6886,-156.8653,20.3,3.2,ml,,,,0.8,ak,ak021bmkg7vm,2021-09-14T08:56:36.040Z,"198 km SE of Perryville, Alaska",earthquake,,3,,,reviewed,ak,ak
2021-09-10T09:15:14.856Z,53.4676,-163.5766,10.08,4.1,mb,,166,1.23,0.58,us,us7000f9y3,2021-09-10T15:21:47.494Z,"154 km S of False Pass, Alaska",earthquake,2.9,6.5,0.094,31,reviewed,us,us
2021-09-10T08:58:14.038Z,13.7013,-90.6367,52.97,4,mb,,119,0.856,0.59,us,us7000f9xy,2021-09-11T04:33:00.040Z,"26 km SSE of Iztapa, Guatemala",earthquake,7.4,14.3,0.196,7,reviewed,us,us
2021-09-10T08:39:54.816Z,53.9318,160.3091,73.46,4.3,mb,,148,1.346,0.58,us,us7000f9xw,2021-09-10T08:58:09.040Z,"138 km SE of Mil’kovo, Russia",earthquake,10,4.8,0.071,56,reviewed,us,us
2021-09-10T07:52:09.152Z,60.0157,-140.1444,6.8,3.1,ml,,,,0.84,ak,ak021bmjg046,2021-09-10T08:04:57.040Z,"57 km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-09-10T07:40:34.814Z,53.5014,-163.6824,28.49,3.3,ml,,203,1.167,0.77,us,us7000f9xd,2021-09-10T07:59:51.040Z,"151 km S of False Pass, Alaska",earthquake,6.4,18.7,0.077,22,reviewed,us,us
2021-09-10T05:57:54.087Z,53.1666,-163.4259,15.24,4,mb,,158,1.535,0.75,us,us7000f9x5,2021-09-10T06:24:46.040Z,"187 km S of False Pass, Alaska",earthquake,6.9,5.1,0.15,13,reviewed,us,us
2021-09-10T05:45:56.864Z,-20.6219,-69.3082,87.5,4,mb,,63,0.451,1.01,us,us7000f9x1,2021-09-10T09:37:51.834Z,"98 km ESE of Iquique, Chile",earthquake,6.8,9.3,0.184,8,reviewed,us,us
2021-09-10T05:45:02.750Z,23.8356,122.0859,32.7,4.7,mb,,96,0.561,0.54,us,us7000f9x2,2021-09-10T06:06:52.040Z,"51 km ESE of Hualien City, Taiwan",earthquake,3.2,5.2,0.094,34,reviewed,us,us
2021-09-10T05:31:49.539Z,60.3186,-151.7925,62.1,3.3,ml,,,,0.67,ak,ak021bmi4pzu,2021-09-10T05:40:08.040Z,"24 km WNW of Clam Gulch, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-10T05:22:41.104Z,36.539,70.8408,194.11,4.4,mb,,73,0.622,0.68,us,us7000f9wy,2021-09-10T06:19:36.040Z,"36 km S of Jurm, Afghanistan",earthquake,5.7,6.6,0.117,21,reviewed,us,us
2021-09-10T04:53:50.639Z,-58.6382,-25.0739,35,4.2,mb,,198,10.152,1.23,us,us7000fbty,2021-09-17T22:47:00.040Z,"South Sandwich Islands region",earthquake,15.5,2,0.214,8,reviewed,us,us
2021-09-10T04:21:29.051Z,-42.8606,-83.6903,10,5.1,mb,,116,8.683,1.26,us,us7000f9wt,2021-09-10T04:43:46.040Z,"West Chile Rise",earthquake,10,1.9,0.082,48,reviewed,us,us
2021-09-10T04:10:20.610Z,-20.7653,-177.1426,313.75,4.1,mb,,123,5.442,0.96,us,us7000fbtw,2021-09-17T22:38:47.040Z,"205 km WNW of Haveluloto, Tonga",earthquake,12.7,8.3,0.158,13,reviewed,us,us
2021-09-10T04:05:25.079Z,-38.1646,-94.0504,10,4.4,mb,,102,18.32,0.75,us,us7000fbu1,2021-09-17T22:32:05.040Z,"West Chile Rise",earthquake,13.1,1.9,0.19,8,reviewed,us,us
2021-09-10T04:04:16.385Z,5.5567,126.5134,61.88,4.2,mb,,150,1.766,0.74,us,us7000fbtx,2021-09-17T22:15:59.040Z,"96 km SSE of Pondaguitan, Philippines",earthquake,8.9,7.6,0.187,9,reviewed,us,us
2021-09-10T03:25:38.702Z,-18.2139,-69.9241,97.66,4.6,mb,,94,0.413,0.79,us,us7000f9wf,2021-09-10T03:41:09.040Z,"41 km SE of Calana, Peru",earthquake,5.9,4.9,0.098,37,reviewed,us,us
2021-09-10T03:09:12.784Z,66.3321,-163.2264,0,2.7,ml,,,,0.99,ak,ak021bmgt26m,2021-09-10T03:18:11.040Z,"36 km NW of Deering, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-10T02:38:20.664Z,52.0114,177.0351,10,3.9,ml,,180,0.915,0.55,us,us7000fa0r,2021-09-10T20:59:52.040Z,"277 km ESE of Attu Station, Alaska",earthquake,6.3,1.9,0.085,18,reviewed,us,us
2021-09-10T02:10:25.805Z,31.0509,139.8833,164.41,4.3,mb,,108,2.059,1.39,us,us7000f9w2,2021-09-10T02:48:09.040Z,"Izu Islands, Japan region",earthquake,9.8,8,0.109,27,reviewed,us,us
2021-09-10T02:01:25.981Z,26.1275,128.7154,10,4.7,mb,,77,0.809,0.99,us,us7000f9w1,2021-09-10T02:51:57.597Z,"87 km ESE of Katsuren-haebaru, Japan",earthquake,5.7,1.9,0.1,33,reviewed,us,us
2021-09-10T01:42:21.436Z,-4.5689,101.7007,36.55,4.4,mb,,190,1.268,0.57,us,us7000f9vv,2021-09-10T02:15:53.040Z,"105 km SW of Bengkulu, Indonesia",earthquake,10.7,10,0.17,12,reviewed,us,us
2021-09-10T01:26:42.283Z,61.572,-146.5175,9.9,3.3,ml,,,,0.96,ak,ak021bmfpwdp,2021-09-10T15:05:50.695Z,"48 km SSE of Nelchina, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-09-10T00:43:19.179Z,16.8112,-61.1489,45.13,5,mb,,59,0.787,0.72,us,us7000f9vl,2021-09-10T19:32:07.208Z,"53 km NE of Anse-Bertrand, Guadeloupe",earthquake,6.4,6.2,0.023,609,reviewed,us,us
2021-09-10T00:21:01.422Z,-26.2276,178.4356,618.5,4.7,mb,,75,4.423,1,us,us7000f9vi,2021-09-10T00:38:46.040Z,"south of the Fiji Islands",earthquake,11.7,9.2,0.039,200,reviewed,us,us
2021-09-09T23:48:35.869Z,37.642,80.9206,15.2,4.5,mb,,150,5.222,0.84,us,us7000f9v9,2021-09-10T00:12:36.040Z,"105 km NE of Hotan, China",earthquake,11.4,6.2,0.14,15,reviewed,us,us
2021-09-09T23:44:02.205Z,51.679,-175.1182,49.58,3.6,ml,,228,0.588,0.45,us,us7000f9vd,2021-09-10T00:15:16.040Z,"85 km SW of Atka, Alaska",earthquake,5,22.8,0.128,8,reviewed,us,us
2021-09-09T23:43:15.638Z,36.6812,71.0717,214.18,4.5,mb,,70,0.595,0.6,us,us7000f9v7,2021-09-10T00:07:58.040Z,"29 km SE of Jurm, Afghanistan",earthquake,7,5.2,0.065,68,reviewed,us,us
2021-09-09T22:31:53.140Z,17.9563,-66.2218,12,3.12,md,9,199,0.1153,0.11,pr,pr2021252012,2021-09-12T05:13:10.254Z,"0 km NNE of Central Aguirre, Puerto Rico",earthquake,0.8,0.58,0.09,2,reviewed,pr,pr
2021-09-09T22:04:38.656Z,32.19085693,-103.0924876,5.697957357,2.5,ml,33,66,0.1164299386,0.3,tx,tx2021rsgz,2021-09-10T15:06:16.441Z,"12 km NE of Jal, New Mexico",earthquake,0.9083879985,1.640952526,0.2,19,reviewed,tx,tx
2021-09-09T21:57:56.520Z,40.2705,-124.3813333,32.83,4.47,mw,23,229,0.03464,0.11,nc,nc73622771,2021-09-16T03:36:44.665Z,"10km SW of Petrolia, CA",earthquake,0.63,0.39,,3,reviewed,nc,nc
2021-09-09T21:56:46.389Z,-17.6588,-178.6636,558.09,4.5,mb,,118,3.131,0.47,us,us7000f9un,2021-09-09T22:18:59.040Z,"218 km ENE of Levuka, Fiji",earthquake,9.4,10.6,0.128,18,reviewed,us,us
2021-09-09T21:41:54.848Z,44.0804,-128.6559,10,3.2,ml,,207,1.901,0.63,us,us7000f9ug,2021-09-10T00:50:18.586Z,"off the coast of Oregon",earthquake,8.1,2,0.042,73,reviewed,us,us
2021-09-09T21:37:35.590Z,17.933,-66.8893,8,2.76,md,14,217,0.1591,0.19,pr,pr2021252008,2021-09-09T22:06:48.721Z,"4 km SSE of Guánica, Puerto Rico",earthquake,0.66,1.71,0.27,12,reviewed,pr,pr
2021-09-09T21:15:45.650Z,63.0995,-150.8869,120.8,2.6,ml,,,,0.46,ak,ak021bl40vdu,2021-09-09T22:01:06.130Z,"64 km SE of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-09-09T21:10:55.060Z,18.5105,-67.4323,6,2.68,md,5,309,0.324,0.16,pr,pr2021252007,2021-09-09T21:25:39.694Z,"26 km NW of Rincón, Puerto Rico",earthquake,2.07,2.35,0.23,4,reviewed,pr,pr
2021-09-09T20:57:23.328Z,-60.2789,-26.9006,43.28,4.9,mb,,107,7.937,0.88,us,us7000fbj2,2021-09-17T17:44:53.040Z,"South Sandwich Islands region",earthquake,13.2,6.6,0.108,27,reviewed,us,us
2021-09-09T20:49:26.204Z,42.7934,143.4135,101.08,4.2,mb,,156,0.8,0.89,us,us7000f9u3,2021-09-17T20:23:33.040Z,"21 km SE of Obihiro, Japan",earthquake,5.1,8.3,0.136,15,reviewed,us,us
2021-09-09T20:33:23.990Z,17.9368,-66.8928,7,3.18,md,22,196,0.1549,0.2,pr,pr2021252006,2021-09-09T20:58:07.337Z,"4 km SSE of Guánica, Puerto Rico",earthquake,0.47,0.4,0.14,21,reviewed,pr,pr
2021-09-09T19:25:42.980Z,18.1508,-67.206,11,2.86,md,12,167,0.1736,0.11,pr,pr2021252005,2021-09-09T19:56:09.864Z,"8 km W of Hormigueros, Puerto Rico",earthquake,0.52,0.55,0.11,5,reviewed,pr,pr
2021-09-09T19:23:25.350Z,53.4726,-163.5308,21.48,5.1,mb,,148,1.179,0.84,us,us7000f9t5,2021-09-17T19:33:30.271Z,"Unimak Island region, Alaska",earthquake,4,4.6,0.042,187,reviewed,us,us
2021-09-09T18:58:03.277Z,43.5592,-127.967,10,2.8,ml,,291,2.077,0.57,us,us7000f9t0,2021-09-09T20:49:02.040Z,"292 km W of Bandon, Oregon",earthquake,7.3,2,0.056,42,reviewed,us,us
2021-09-09T18:31:17.953Z,55.0558,-134.5858,11.5,2.7,ml,,,,0.43,ak,ak021bl2byl3,2021-09-09T20:41:55.040Z,"102 km WSW of Craig, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-09-09T17:58:26.235Z,-9.6552,-79.7037,44.05,4.7,mb,,139,3.643,0.7,us,us7000f9sk,2021-09-09T20:33:36.040Z,"137 km WSW of Puerto Santa, Peru",earthquake,9.7,8.5,0.108,26,reviewed,us,us
2021-09-09T17:23:32.380Z,13.7852,144.9313,126.62,4.5,mb,,67,14.863,0.62,us,us7000f9sj,2021-09-15T06:00:32.573Z,"27 km N of Yigo Village, Guam",earthquake,12.8,7.7,0.064,71,reviewed,us,us
2021-09-09T16:27:23.314Z,-37.9316,-93.9273,10,4.6,mb,,248,16.536,0.62,us,us7000f9r9,2021-09-09T17:07:20.040Z,"West Chile Rise",earthquake,16.1,2,0.093,35,reviewed,us,us
2021-09-09T16:10:01.880Z,19.1731,-64.6421,34,3.61,md,10,326,1.0767,0.38,pr,pr2021252004,2021-09-09T16:54:16.741Z,"94 km N of Cruz Bay, U.S. Virgin Islands",earthquake,4.04,22.85,0.09,6,reviewed,pr,pr
2021-09-09T15:01:24.820Z,34.1378333,-117.4456667,7.33,2.59,ml,128,19,0.0386,0.19,ci,ci40037896,2021-09-13T15:19:33.346Z,"5km NNE of Fontana, CA",earthquake,0.1,0.22,0.097,38,reviewed,ci,ci
2021-09-09T14:47:54.103Z,31.94321918,-103.3764106,8.213916016,2.7,ml,11,73,0.2273324505,0.1,tx,tx2021rrso,2021-09-09T19:49:59.217Z,"25 km SW of Jal, New Mexico",earthquake,1.047930285,3.527978905,0.2,7,reviewed,tx,tx
2021-09-09T14:34:10.002Z,69.5984,-144.0757,8.5,2.8,ml,,,,0.52,ak,ak021bkzyu14,2021-09-09T18:22:57.040Z,"62 km SSW of Kaktovik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-09-09T14:28:37.000Z,38.5591667,-119.417,2.31,2.87,md,10,98,0.05725,0.13,nc,nc73622616,2021-09-13T15:09:49.040Z,"26km SSW of Smith Valley, NV",earthquake,0.74,2.26,0.109,12,reviewed,nc,nc
2021-09-09T14:27:54.090Z,38.5571667,-119.4175,2.89,3.41,ml,17,112,0.05523,0.09,nc,nc73622621,2021-09-13T10:38:10.564Z,"26km SSW of Smith Valley, NV",earthquake,0.37,0.7,0.226,46,reviewed,nc,nc
2021-09-09T14:19:45.135Z,69.4772,-143.4635,0,2.6,ml,,,,0.88,ak,ak021bkzvowj,2021-09-09T18:12:32.040Z,"73 km S of Kaktovik, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-09-09T13:27:04.336Z,31.9732,72.2567,10,3.4,mb,,285,1.877,0.75,us,us7000f9u0,2021-09-09T20:57:54.470Z,"7 km W of Sahiwal, Pakistan",earthquake,10.6,2,0.49,1,reviewed,us,us
2021-09-09T13:15:07.930Z,62.9704,-150.9256,111.8,2.5,ml,,,,0.48,ak,ak021bkz9bls,2021-09-09T15:31:10.040Z,"53 km N of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-09T12:59:02.435Z,-59.3747,-25.3618,46.39,5.1,mb,,118,7.949,0.89,us,us7000f9ne,2021-09-09T13:18:34.040Z,"South Sandwich Islands region",earthquake,8.4,7.5,0.079,52,reviewed,us,us
2021-09-09T11:22:17.077Z,-19.9624,-178.0582,568.61,4.1,mb,,110,4.292,0.93,us,us7000f9n2,2021-09-09T11:53:31.040Z,"Fiji region",earthquake,12.4,7.2,0.063,68,reviewed,us,us
2021-09-09T10:46:38.880Z,17.9763,-66.9025,10,2.63,md,12,178,0.1419,0.2,pr,pr2021252003,2021-09-09T11:08:46.597Z,"0 km NE of Guánica, Puerto Rico",earthquake,0.6,0.67,0.07,5,reviewed,pr,pr
2021-09-09T10:19:02.991Z,58.1075,-156.1168,127.1,2.5,ml,,,,0.87,ak,ak021bkxhv5m,2021-09-09T13:05:06.040Z,"72 km SSE of King Salmon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-09-09T10:05:19.921Z,59.9828,-140.1872,4.4,3,ml,,,,0.85,ak,ak021bkxewme,2021-09-09T12:41:19.040Z,"55 km NNW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-09-09T08:52:14.820Z,17.9581,-66.9045,9,3.02,md,21,186,0.1402,0.1,pr,pr2021252002,2021-09-09T09:27:36.736Z,"1 km SSE of Guánica, Puerto Rico",earthquake,0.36,0.43,0.31,7,reviewed,pr,pr
2021-09-09T07:33:13.714Z,60.0033,-140.1424,7.2,3,ml,,,,0.79,ak,ak021bkvslbs,2021-09-09T07:55:27.040Z,"55 km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-09-09T07:18:09.489Z,-21.7308,-179.3968,593.64,5.3,mww,,47,4.636,0.83,us,us7000f9m4,2021-09-09T07:36:03.040Z,"Fiji region",earthquake,10.6,7.3,0.093,11,reviewed,us,us
2021-09-09T06:42:48.196Z,-38.2176,-93.727,10,5.2,mww,,146,12.906,0.57,us,us7000f9lz,2021-09-09T07:01:27.040Z,"West Chile Rise",earthquake,12.6,1.9,0.078,16,reviewed,us,us
2021-09-09T06:40:42.370Z,12.9746,57.552,10,4.6,mb,,103,11.976,0.5,us,us7000f9m6,2021-09-09T07:44:54.040Z,"Owen Fracture Zone region",earthquake,12.3,1.9,0.089,38,reviewed,us,us
2021-09-09T06:02:52.050Z,17.947,-67.0373,6,3.17,md,23,227,0.0235,0.17,pr,pr2021252001,2021-09-09T06:31:48.839Z,"3 km SSE of La Parguera, Puerto Rico",earthquake,0.52,0.26,0.1,17,reviewed,pr,pr
2021-09-09T05:19:52.001Z,5.9097,126.2326,95.04,4.5,mb,,63,1.322,0.87,us,us7000f9lc,2021-09-09T05:44:39.040Z,"50 km S of Pondaguitan, Philippines",earthquake,8.9,7.7,0.089,37,reviewed,us,us
2021-09-09T04:59:43.449Z,-19.2552,-176.4147,10,5.8,mww,,44,5.184,0.79,us,us7000f9l5,2021-09-13T02:22:30.894Z,"224 km WNW of Pangai, Tonga",earthquake,10.3,1.8,0.059,28,reviewed,us,us
2021-09-09T04:37:01.658Z,-58.6559,-24.9781,10,5,mb,,45,7.73,0.69,us,us7000f9ky,2021-09-13T01:40:03.040Z,"South Sandwich Islands region",earthquake,8.7,1.7,0.067,72,reviewed,us,us
2021-09-09T04:34:50.280Z,19.1818333333333,-155.353833333333,29.05,3.51,ml,55,173,,0.12,hv,hv72697822,2021-09-13T00:49:40.523Z,"13 km E of P?hala, Hawaii",earthquake,0.4,0.52,0.177477886646297,36,reviewed,hv,hv
2021-09-09T04:27:31.620Z,9.0301,-83.9536,10,4.4,mb,,206,0.708,0.7,us,us7000f9kk,2021-09-13T00:39:31.917Z,"46 km SW of Daniel Flores, Costa Rica",earthquake,2.8,1.9,0.115,22,reviewed,us,us
2021-09-09T04:11:49.800Z,29.3295,142.1853,10,5.4,mww,,46,2.225,0.53,us,us7000f9kh,2021-09-13T00:15:34.914Z,"Izu Islands, Japan region",earthquake,6,1.8,0.069,20,reviewed,us,us
2021-09-09T03:54:18.358Z,-58.791,-25.3537,35,5,mb,,56,9.963,0.65,us,us7000f9k0,2021-09-12T23:43:15.040Z,"South Sandwich Islands region",earthquake,10.8,1.9,0.105,29,reviewed,us,us
2021-09-09T03:47:14.565Z,-58.7044,-25.1464,44.61,5.3,mww,,68,7.679,0.43,us,us7000f9jy,2021-09-12T23:40:11.323Z,"South Sandwich Islands region",earthquake,9.8,5.1,0.086,13,reviewed,us,us
2021-09-09T03:45:38.735Z,-24.1655,-67.1085,210.39,4.5,mb,,85,1.556,0.65,us,us7000f9jw,2021-09-12T23:13:44.040Z,"80 km W of San Antonio de los Cobres, Argentina",earthquake,9.6,7.6,0.144,14,reviewed,us,us
2021-09-09T03:38:38.060Z,38.5371667,-119.521,6.73,2.59,md,18,65,0.03276,0.09,nc,nc73622486,2021-09-12T22:56:22.040Z,"29km SE of Markleeville, CA",earthquake,0.29,0.35,0.163,63,reviewed,nc,nc
2021-09-09T03:08:20.748Z,-38.1193,-94.042,10,4.6,mb,,98,16.962,0.47,us,us7000f9jl,2021-09-12T21:51:30.040Z,"West Chile Rise",earthquake,4.8,1.9,0.068,64,reviewed,us,us
2021-09-09T03:02:25.786Z,10.1302,93.9735,70,4.7,mb,,196,5.759,0.44,us,us7000f9ji,2021-09-12T21:45:01.040Z,"216 km SE of Port Blair, India",earthquake,12.2,2,0.115,23,reviewed,us,us
2021-09-09T02:25:35.889Z,-38.2982,-93.8058,10,4.7,mb,,143,15.918,0.57,us,us7000f9pc,2021-09-12T21:09:08.040Z,"West Chile Rise",earthquake,14.7,1.9,0.058,91,reviewed,us,us
2021-09-09T02:16:31.381Z,-3.942,134.9748,9.83,5,mb,,110,2.904,0.56,us,us7000f9j2,2021-09-10T04:32:16.701Z,"86 km SW of Nabire, Indonesia",earthquake,6.9,4.4,0.063,81,reviewed,us,us
2021-09-09T01:43:32.977Z,-38.3059,-93.7848,10,4.6,mb,,106,15.9,0.66,us,us7000f9iw,2021-09-10T03:41:50.040Z,"West Chile Rise",earthquake,14.7,1.9,0.05,121,reviewed,us,us
2021-09-09T01:32:45.460Z,27.9535,139.7544,489.68,4.1,mb,,76,2.321,0.5,us,us7000f9is,2021-09-10T03:30:08.040Z,"Bonin Islands, Japan region",earthquake,12.5,9.3,0.059,77,reviewed,us,us
2021-09-09T01:31:24.870Z,36.6578333,-121.2806667,4.81,2.51,md,54,66,0.05038,0.09,nc,nc73622436,2021-09-15T23:31:20.718Z,"15km SSE of Tres Pinos, CA",earthquake,0.14,0.59,0.192,65,reviewed,nc,nc
2021-09-09T01:14:22.549Z,-6.8883,-72.7845,15.85,4.8,mb,,99,0.839,0.48,us,us7000f9ib,2021-09-10T03:20:25.992Z,"81 km N of Mâncio Lima, Brazil",earthquake,4.5,4.6,0.067,70,reviewed,us,us
2021-09-09T01:12:10.265Z,-38.3698,-93.7232,10,4.9,mb,,100,16.718,0.6,us,us7000f9ij,2021-09-10T03:10:18.040Z,"West Chile Rise",earthquake,13.7,1.8,0.059,88,reviewed,us,us
2021-09-09T00:51:40.149Z,-18.1681,-177.9444,562.73,4.3,mb,,102,3.833,0.9,us,us7000f9i3,2021-09-09T01:59:50.040Z,"290 km E of Levuka, Fiji",earthquake,11.3,6,0.074,51,reviewed,us,us
2021-09-09T00:16:59.190Z,17.9268,-66.9276,14,2.75,md,14,213,0.1242,0.16,pr,pr2021252000,2021-09-09T00:44:51.261Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.74,1.06,0.31,10,reviewed,pr,pr
2021-09-08T23:48:45.402Z,-38.1494,-93.7946,10,5.4,mww,,87,15.928,1.21,us,us7000f9hs,2021-09-10T21:52:47.092Z,"West Chile Rise",earthquake,6,1.8,0.05,38,reviewed,us,us
2021-09-08T23:13:48.144Z,-38.15,-94.0378,10,5.3,mww,,146,16.924,0.69,us,us7000f9hh,2021-09-09T05:02:35.040Z,"West Chile Rise",earthquake,13.5,1.9,0.05,38,reviewed,us,us
2021-09-08T22:02:05.868Z,31.67167072,-104.3773813,6.080151367,4.3,ml,61,58,0.1052362591,0.3,tx,tx2021rqlj,2021-09-09T22:05:09.098Z,"55 km S of Whites City, New Mexico",earthquake,0.9009714245,0.9863640247,0.2,32,reviewed,tx,tx
2021-09-08T21:56:49.432Z,-38.1001,-93.8366,10,4.7,mb,,102,15.971,0.98,us,us7000f9gi,2021-09-08T22:32:51.040Z,"West Chile Rise",earthquake,13.3,1.8,0.073,57,reviewed,us,us
2021-09-08T21:42:18.704Z,-58.3828,-25.5081,68.71,4.7,mb,,45,7.354,0.9,us,us7000f9gr,2021-09-08T22:50:35.040Z,"South Sandwich Islands region",earthquake,10.1,5,0.101,30,reviewed,us,us
2021-09-08T21:42:09.510Z,38.2882,-116.0115,4.1,3.3,ml,19,92.06,0.677,0.1928,nn,nn00821676,2021-09-09T02:39:16.182Z,"75 km NNW of Rachel, Nevada",earthquake,,2.1,0.36,11,reviewed,nn,nn
2021-09-08T21:17:52.360Z,32.4086667,-115.2058333,16.62,3.01,ml,37,99,0.08457,0.35,ci,ci40037288,2021-09-08T22:19:30.550Z,"6km NNW of Delta, B.C., MX",earthquake,0.5,1.22,0.145,108,reviewed,ci,ci
2021-09-08T21:17:34.469Z,-38.2881,-93.6237,10,4.9,mb,,87,15.784,0.86,us,us7000f9g6,2021-09-08T21:41:14.040Z,"West Chile Rise",earthquake,12.3,1.8,0.044,158,reviewed,us,us
2021-09-08T20:40:58.457Z,-16.9843,-179.2686,579.71,4.2,mb,,108,2.667,0.61,us,us7000fbgi,2021-09-17T22:08:28.040Z,"158 km ESE of Labasa, Fiji",earthquake,15.9,8,0.124,18,reviewed,us,us
2021-09-08T20:01:24.810Z,36.1376667,-117.8358333,2.56,2.51,ml,34,51,0.02528,0.12,ci,ci40037184,2021-09-09T23:20:37.390Z,"14km NE of Coso Junction, CA",earthquake,0.16,0.24,0.187,24,reviewed,ci,ci
2021-09-08T19:35:27.957Z,55.2414,-155.6292,25.7,3,ml,,,,0.95,ak,ak021bjfewrz,2021-09-08T23:21:10.040Z,"209 km SE of Chignik, Alaska",earthquake,,5,,,reviewed,ak,ak
2021-09-08T18:44:32.765Z,61.5088,-150.6064,37.6,2.6,ml,,,,0.68,ak,ak021bjeverw,2021-09-08T23:33:16.040Z,"6 km SW of Susitna, Alaska",earthquake,,1.4,,,automatic,ak,ak
2021-09-08T18:31:13.425Z,55.5033,-159.6052,56.23,3.1,ml,,99,0.52,0.43,us,us7000f9cd,2021-09-08T23:08:23.040Z,"45 km S of Ivanof Bay, Alaska",earthquake,6.1,10.2,0.056,42,reviewed,us,us
2021-09-08T18:00:11.290Z,44.234,-110.7843333,10.61,3.03,ml,18,110,0.1632,0.19,uu,uu60456907,2021-09-08T22:46:06.040Z,"44 km ENE of Warm River, Idaho",earthquake,0.63,1.07,0.282,13,reviewed,uu,uu
